name,openset
User_18run_4videolie.mp4,"Video Cues: Steady forward-facing eye contact with brief downward glances; mouth area are smallly parted with mouth-area movement; no noticeable self-adaptors or fidgeting; neutral to smallly tense facial expression with limited head movement; Audio Cues: Prosody and timing: speech tempo is variable with occasional pause patterns and hesitation markers; delivery rhythm is somewhat uneven with some interruptions. Voice quality and tension: pitch movement remains moderate with occasional instability; volume/energy changes with moments of strain/tension and breathiness; Reasoning: The video channel provides mostly steady eye contact with minor gaze shifts, mouth-area or jaw movement, head or posture stability, self-adaptor/fidgeting evidence, facial-expression cues; the audio channel provides timing disruptions such as pauses, hesitations, or rhythm changes, pitch variation, loudness or energy pattern, reported breathiness, reported vocal strain/tension. Interpreted together, the pattern suggests increased monitoring or formulation effort and therefore supports a deceptive prediction with limited-to-moderate strength; Prediction: deceptive"
User_34run_4videotruth.mp4,"Video Cues: The gaze pattern moves downward and to the side intermittently; eyelids show small drooping; mouth area move with jaw motion; self-touching or fidgeting is not visibly present; the head remains largely still with minor tilts; the facial expression remains neutral to smallly tense; Audio Cues: Timing and prosody: the speech tempo is moderate with occasional pause patterns, hesitation markers are noted; the delivery rhythm is uneven with slight interruptions. Voice quality/tension: moderate pitch movement is present, volume/energy stays regular; breathiness is noticeable, no tremor/shakiness is observed; no strain/tension is observed, voice breaks are not observed; Reasoning: The video channel provides gaze shifts or reduced direct gaze, eyelid or blink behavior, mouth-area or jaw movement, head or posture stability, self-adaptor/fidgeting evidence, facial-expression cues. The audio channel provides timing disruptions such as pauses, hesitations, or rhythm changes, pitch variation, loudness or energy pattern, stabilizing acoustic evidence. This combination can reflect ordinary response formulation, and the cues do not consistently reinforce a deceptive interpretation; the prediction is truthful; Prediction: truthful"
User_13run_5videolie.mp4,"Video Cues: Steady eye contact is kept throughout, brief downward glances at intervals, mouth/lip area are minorly parted with minor jaw motion, no obvious self-touching or fidgeting is visible, head position remains largely steady with limited tilt, facial expression consistent with mild engagement; Audio Cues: Prosody and timing: speaking rate remains moderate with occasional pausing; temporal rhythm is somewhat uneven due to hesitation cues. Voice quality and tension: pitch variability is present but not extreme; loudness and energy remains stable with no noticeable tremor or strain; Reasoning: Across modalities, mostly steady eye contact with minor gaze shifts, mouth-area or jaw movement, head or posture stability, self-adaptor/fidgeting evidence appears alongside timing disruptions such as pauses, hesitations, or rhythm changes, pitch variation, loudness or energy pattern, stabilizing acoustic evidence. Because visual monitoring cues and timing/vocal changes occur together, the evidence is compatible with a deceptive prediction, though the judgment remains probabilistic; Prediction: deceptive"
User_0run_3videolie.mp4,"Video Cues: Eye eye gaze shifts downward and to the side intermittently; eyelids blink at a normal rate; mouth/lip area are minorly parted with minor jaw motion; head position remains largely steady with minor forward tilt; no obvious self-touching or fidgeting is visible; facial expression stays relatively neutral with limited micro-expressions; Audio Cues: Prosody and timing: speaking rate remains moderate with slight pausing between phrases; hesitation cues are present before a phrase boundary boundary; temporal rhythm is somewhat uneven; fillers not observed; interruptions not observed; self-repairs not observed. Voice quality and tension: pitch variability is stable with slight upward inflection at end; loudness and energy remains stable; breathiness not observed; tremor/shakiness not observed; strain/tension not observed; voice breaks not observed; Reasoning: The video channel provides mostly steady eye contact with minor gaze shifts, eyelid or blink behavior, mouth-area or jaw movement, head or posture stability, self-adaptor/fidgeting evidence, facial-expression cues; the audio channel provides timing disruptions such as pauses, hesitations, or rhythm changes, pitch variation, loudness or energy pattern, stabilizing acoustic evidence. Interpreted together, the pattern suggests increased monitoring or formulation effort and therefore only weakly weakly supports a deceptive prediction; Prediction: deceptive"
User_30run_7videolie.mp4,"Video Cues: Eye eye gaze shifts downward and to the side intermittently; mouth/lip area minorly parted with subtle jaw motion; no obvious self-touching or fidgeting; head position remains largely still with minor forward tilt; facial expression remains neutral with limited micro-expressions; Audio Cues: Prosody and timing: speaking rate is moderate with slight pausing between phrases, hesitation cues present before a phrase boundary boundary and a phrase; Voice quality and tension: pitch variability is moderate with slight instability, loudness and energy is stable, breathiness is present, tremor/shakiness not observed, strain/tension not observed, voice breaks not observed; Reasoning: Across modalities, mostly steady eye contact with minor gaze shifts, mouth-area or jaw movement, head or posture stability, self-adaptor/fidgeting evidence, facial-expression cues appears alongside timing disruptions such as pauses, hesitations, or rhythm changes, pitch variation, loudness or energy pattern, stabilizing acoustic evidence. Because visual monitoring cues and timing/vocal changes occur together, the evidence is compatible with a deceptive prediction, though the judgment remains probabilistic; Prediction: deceptive"
User_28run_8videotruth.mp4,"Video Cues: Gaze frequently directed downward with brief brief upward glances; minor eye contact with camera; eyelids subtlely drooping; mouth subtlely parted with minor visible jaw motion; hand briefly raised to rub eye area; no significant self-touching or fidgeting observed; facial expression stays relatively neutral with subtle tension around jaw and brow; Audio Cues: Prosody and timing: rate of speech is uneven with pauses between phrases, hesitations are present before a phrase boundary boundary and a phrase; speech rhythm is disrupted by self-repairs and filler words. Voice quality and tension: variation in pitch remains moderate with slight instability during pauses, energy and loudness shifts with breathiness noticeable during longer pauses, tremor/shakiness not evident, strain/tension minimal, voice breaks not evident; Reasoning: Visual cues (mostly steady eye contact with minor gaze shifts, eyelid or blink behavior, mouth-area or jaw movement, self-adaptor/fidgeting evidence, facial-expression cues) and audio cues (timing disruptions such as pauses, hesitations, or rhythm changes, pitch variation, loudness or energy pattern, stabilizing acoustic evidence) should be interpreted jointly rather than as isolated signs. Here the evidence remains limited and mixed, with no decisive cross-modal support for deception, so a truthful prediction is better supported; Prediction: truthful"
User_5run_5videolie.mp4,"Video Cues: Gaze remains mostly front-oriented with brief downward glances; lip area move with visible jaw motion; no noticeable self-touching or fidgeting; facial expression remains relatively neutral with subtle mouth tension; Audio Cues: Timing and prosody: rate of speech is moderate with slight pauses between phrases; speech rhythm is uneven with occasional hesitations. Vocal quality/tension: variation in pitch is present but not extreme; loudness remains steady without noticeable strain or tremor; Reasoning: Visual cues (mostly steady eye contact with minor gaze shifts, mouth-area or jaw movement, self-adaptor/fidgeting evidence, facial-expression cues) and audio cues (timing disruptions such as pauses, hesitations, or rhythm changes, pitch variation, loudness or energy pattern, stabilizing acoustic evidence) point in a mildly convergent direction. Since no single cue is conclusive, the prediction is based on their combined pattern, which favors deception; Prediction: deceptive"
User_9run_6videolie.mp4,"Video Cues: The visual gaze moves subtlely sideways with brief downward glances; lip area move with jaw motion; self-touching or fidgeting is not visibly present; the facial expression remains relatively neutral with subtle eyebrow raise; head posture mostly stable with minor tilts; Audio Cues: Timing and prosody: the rate of speech changes with pauses and hesitations; the speech rhythm is uneven with interruptions. Voice quality/tension: variation in pitch is unstable; energy and loudness shifts with breathiness and tremor/shakiness; Reasoning: The visual stream shows gaze shifts or reduced direct gaze, mouth-area or jaw movement, head or posture stability, self-adaptor/fidgeting evidence, facial-expression cues, and the audio stream shows timing disruptions such as pauses, hesitations, or rhythm changes, pitch variation, loudness or energy pattern, reported breathiness, reported tremor/shakiness. These cues are not decisive on their own, but their cross-modal co-occurrence weakly to moderately favors a deceptive prediction; Prediction: deceptive"
User_8run_8videotruth.mp4,"Video Cues: Steady eye contact remains present throughout, small downward glances at intervals, mouth/lip area moving in speech with visible jaw motion, no noticeable self-touching or fidgeting, neutral facial expression with limited micro-gestures; Audio Cues: Timing and prosody: the speaking rate is moderate with occasional pausing; hesitation cues are present, especially before a phrase boundary boundary; the temporal rhythm is uneven due to pausing; fillers such as a phrase are used. Voice quality/tension: moderate pitch variability is present with slight instability; loudness and energy stays stable but not high; breathiness is noticeable during pausing; tremor/shakiness is not apparent; strain/tension is minimal; voice breaks are not apparent; Reasoning: Across modalities, the main visual evidence is mostly steady eye contact with minor gaze shifts, mouth-area or jaw movement, self-adaptor/fidgeting evidence, facial-expression cues; the audio evidence is timing disruptions such as pauses, hesitations, or rhythm changes, pitch variation, loudness or energy pattern, stabilizing acoustic evidence. Although some cues may reflect monitoring or formulation effort, they are weak without stronger aligned vocal or behavioral disturbance. The overall balance favors a truthful prediction; Prediction: truthful"
User_33run_1videolie.mp4,"Video Cues: Gaze pattern remains primarily forward with small downward glances; low head movement; mouth area smallly parted with subtle mouth-area movement; no noticeable self-touching or fidgeting; facial expression remains neutral with steady eye contact; Audio Cues: Prosodic timing: speech tempo is moderate with occasional pause patterns; hesitation markers are present between phrases. Voice quality/tension: pitch movement is stable; volume/energy is regular; breathiness is present; tremor/shakiness is not observed; strain/tension is not observed; voice breaks are not observed; Reasoning: Across modalities, mostly steady eye contact with minor gaze shifts, mouth-area or jaw movement, head or posture stability, self-adaptor/fidgeting evidence, facial-expression cues appears alongside timing disruptions such as pauses, hesitations, or rhythm changes, pitch variation, loudness or energy pattern, reported breathiness, stabilizing acoustic evidence. Because visual monitoring cues and timing/vocal changes occur together, the evidence is compatible with a deceptive prediction, though the judgment remains probabilistic; Prediction: deceptive"
User_7run_4videolie.mp4,"Video Cues: The visual gaze moves downward and to the side intermittently; the lip area are subtlely parted with subtle visible jaw motion; self-touching or fidgeting is not visibly present; the facial expression remains relatively neutral with subtle smiling; head posture mostly stable with minor tilts; Audio Cues: Timing and prosody: the rate of speech is moderate with occasional pauses, hesitations are noted; the speech rhythm is uneven due to interruptions from background music. Voice quality/tension: variation in pitch is stable with slight rise at emotional peaks, energy and loudness stays even but dips during pauses; breathiness is noticeable during longer phrases, tremor/shakiness not evident; strain/tension minimal, voice breaks absent; Reasoning: Jointly considering gaze shifts or reduced direct gaze, mouth-area or jaw movement, head or posture stability, self-adaptor/fidgeting evidence, facial-expression cues with timing disruptions such as pauses, hesitations, or rhythm changes, pitch variation, loudness or energy pattern, stabilizing acoustic evidence, the audiovisual profile is more consistent with a controlled or monitored response than with an entirely neutral delivery; thus the prediction is deceptive, but the evidence is limited; Prediction: deceptive"
User_27run_3videotruth.mp4,"Video Cues: Steady forward-facing eye contact with low blinking; small head tilts and minor mouth-area movements; no noticeable self-touching, fidgeting, or posture shifts; facial expression stays relatively neutral with small mouth tension; Audio Cues: Prosody and timing: speech tempo remains moderate with slight pause patterns between items in the list; delivery rhythm is somewhat uneven due to hesitation markers before mentioning a phrase and a phrase. Voice quality and tension: pitch movement remains moderate with slight upward inflection at the end of phrases; volume/energy remains regular but drops slightly during the mention of a phrase; breathiness is present during longer pause patterns; tremor/shakiness is not detected; strain/tension is not detected; voice breaks are not observed; Reasoning: Visual cues (stable eye-contact orientation, eyelid or blink behavior, mouth-area or jaw movement, head or posture stability, self-adaptor/fidgeting evidence, facial-expression cues) and audio cues (timing disruptions such as pauses, hesitations, or rhythm changes, pitch variation, loudness or energy pattern, reported breathiness, stabilizing acoustic evidence) should be interpreted jointly rather than as isolated signs. Here the evidence remains limited and mixed, with no decisive cross-modal support for deception, so a truthful prediction is better supported; Prediction: truthful"
User_24run_0videolie.mp4,"Video Cues: Steady and steady eye contact with small downward glances; little head movement; the mouth/lip area are minorly parted with subtle jaw tension; self-touching or fidgeting is not visibly present; the facial expression remains relatively neutral with minor brow furrowing; Audio Cues: Timing and prosody: the speaking rate is moderate with slight pausing between phrases; hesitation cues are present before a phrase boundary boundary and after a phrase boundary boundary; temporal rhythm is somewhat uneven due to pausing; fillers not observed; interruptions not observed; self-repairs not observed. Voice quality/tension: pitch variability is stable with minimal fluctuation; loudness and energy stays stable throughout; breathiness not observed; tremor/shakiness not observed; strain/tension not observed; voice breaks not observed; Reasoning: Visual cues (mostly steady eye contact with minor gaze shifts, mouth-area or jaw movement, head or posture stability, self-adaptor/fidgeting evidence, facial-expression cues) and audio cues (timing disruptions such as pauses, hesitations, or rhythm changes, pitch variation, loudness or energy pattern, stabilizing acoustic evidence) point in a mildly convergent direction. Since no single cue is conclusive, the prediction is based on their combined pattern, which weakly favors deception; Prediction: deceptive"
User_34run_3videolie.mp4,"Video Cues: Gaze pattern sporadicly shifts downward and to the side; mouth area move with speech; no noticeable self-touching or fidgeting; head remains primarily still with small forward tilt; facial expression remains neutral with subtle mouth movements; Audio Cues: Prosodic timing: speech tempo is moderate with occasional pause patterns between item listings; hesitation markers are present before mentioning the item names. Voice quality/tension: pitch movement is stable with slight upward inflection at the end of phrases; volume/energy remains regular; breathiness is minimal; tremor/shakiness and strain/tension are not observed; voice breaks are not observed; Reasoning: Jointly considering mostly steady eye contact with minor gaze shifts, mouth-area or jaw movement, head or posture stability, self-adaptor/fidgeting evidence, facial-expression cues with timing disruptions such as pauses, hesitations, or rhythm changes, pitch variation, loudness or energy pattern, reported breathiness, stabilizing acoustic evidence, the audiovisual profile is more consistent with a controlled or monitored response than with an entirely neutral delivery; thus the prediction is deceptive, but the evidence is limited; Prediction: deceptive"
